playerid,touchdowns,points,fumbles,first,last,team,height,weight,birthdate,birthplace,position
6109,0,0,0,Bert,Brown,Calgary Stampeders,5.09,176,32900,"Daytona Beach, FL",RB
6111,0,0,0,David,James,Calgary Stampeders,6,188,33019,"Edmond, OK",C
6115,0,0,0,Ben,Wells,NULL,6,194,32517,"Beaumont, TX",OL
6117,0,0,0,Jordan ,Verdone,Ottawa Redblacks,5.11,235,32605,"Echo Bay, ON",OG
6119,0,0,0,Dekota,Marshall,Calgary Stampeders,6.01,196,32075,"Jacksonville, NC",OL
6121,1,6,8,Jonathan,Crompton,Montreal Alouettes,6.04,225,31983,"Asheville, NC",WR
6125,0,0,0,Antonio,Leak,Calgary Stampeders,6.02,258,31954,"Little Rock, AR",OL
6127,0,0,0,Keynan ,Parker,BC Lions,6,183,32829,"Coquitlam, BC",C
6137,3,18,2,Mitchell,Gale,Toronto Argonauts,6.02,240,32880,"Alva, OK",OL
6139,0,0,0,Reshard,Langford,NULL,6.01,213,31449,"Madison, AL",OG
6141,0,0,0,Anthony,Heygood,NULL,6.01,225,31505,"Chester, PA",DT
6145,0,0,0,Justin,Hilton,Calgary Stampeders,6.03,190,32485,"Baltimore, MD",OG
6147,0,0,0,Eric,McCree,NULL,6.03,208,32263,"Hollywood, FL",OG
6149,1,6,0,Tim,Hawthorne,Calgary Stampeders,6.03,218,32073,"Birmingham, AL",OG
6153,0,0,0,Tracy,Lampley,NULL,5.08,173,33071,"Waynesboro, MS",OG
6159,0,0,0,Jerett,Sanderson,Calgary Stampeders,6,193,31780,"Long Branch, NJ",OG
6161,1,6,0,Delvin,Breaux,Calgary Stampeders,6.01,196,32806,"New Orleans, LA",OG
6167,0,0,0,Terrance,Parks,NULL,6.02,218,32982,32977,OG
6169,0,0,0,Eze,Obiora,Calgary Stampeders,6.03,240,33026,"Manchester, UK",OL
6171,0,0,0,Nick,Rosamonda,NULL,6.01,212,33004,"Debary, FL",OLB
6183,0,0,0,Edmon,McClam,Calgary Stampeders,6.06,280,32556,"Coward, SC",DL
6193,0,0,0,Ryan,Perrilloux,Calgary Stampeders,6.03,204,31778,"LaPlace, LA",OL
6195,3,18,1,Jonathan,Williams,Calgary Stampeders,6.01,210,32376,"Smithfield, NC",DB
6199,0,0,0,Micah,Johnson,Calgary Stampeders,6.02,276,32316,"Columbus, GA",OLB
6211,2,12,0,John,Delahunt,NULL,6.03,243,31907,"Ottawa, ON",DB
6217,2,12,5,Lindsey,Lamar,Calgary Stampeders,5.09,180,33135,0,OLB
6221,0,0,0,Marvin,Booker,Calgary Stampeders,6.02,239,32948,"Piscataway, NJ",S
6225,0,0,0,Jarriel,King,Toronto Argonauts,6.06,298,31835,"Charleston, SC",S
6227,0,0,0,Josh,Gatlin,NULL,6.01,199,31819,"Jacksonville, FL",DB
6231,1,6,0,Kiante,Tripp,Calgary Stampeders,6.05,277,32057,"Atlanta, GA",DB
6233,0,0,0,Reggie,Williams,Calgary Stampeders,6.04,233,30453,"Landstuhl, Germany",DB
6235,0,0,0,Zach,Anderson,Winnipeg Blue Bombers,6.03,297,32832,"Sault Ste. Marie, MI",OLB
6237,0,0,0,Marcus,Hyde,NULL,6.03,248,32440,"Manassas, VA",DB
6239,0,0,0,Marty,Markett,NULL,5.09,173,32758,"York, SC",DB
6241,1,6,0,Jonathan,Williams,Ottawa Redblacks,6.02,282,31373,"Augusta, GA",DB
6243,0,0,0,Wesley,Pendleton,Calgary Stampeders,5.11,175,32841,"Natchez, MS",OG
6245,1,6,0,Jamie,Robinson,NULL,6.02,192,31956,"Rock Hill, SC",OG
6247,9,56,1,Greg,Ellingson,Ottawa Redblacks,6.03,197,32507,"Tampa Bay, FL",DL
6249,0,0,0,Chris,Amrhein,NULL,6.03,221,33075,"Hinghan, MA",WR
6253,0,0,0,Brandon,Kinnie,Calgary Stampeders,6.03,224,32504,"Kansas City, MO",DL
6257,0,0,0,Aaron,Grymes,Edmonton Eskimos,5.11,186,33298,"Seattle, Washington",OL
6261,0,0,0,Terrance,Lewis,NULL,5.08,162,32457,"Fort Myers, FL",K
6263,1,6,5,Tino,Sunseri,Saskatchewan Roughriders,6.02,215,32498,"Pittsburgh, PA",OG
6265,0,0,0,Corey ,Watman,Saskatchewan Roughriders,6.02,294,32676,"Queensville, ON",OLB
6269,0,0,0,Alex,Anthony,NULL,6.02,205,33337,Victoria BC,OG
6271,0,0,0,Levi,Steinhauer,Saskatchewan Roughriders,6.03,235,33257,"Moose Jaw, SK",DL
6273,0,0,0,Spencer,Moore,Saskatchewan Roughriders,6.04,230,33079,"Hamilton, ON",RB
6283,1,6,0,Emanuel,Davis,Hamilton Tigercats,5.11,182,32729,"Manteo, N.C.",DB
6287,0,0,0,Mathieu,Boulay,Edmonton Eskimos,6.02,250,32104,"Montréal, QC",K
6289,0,0,0,Matt,Cleveland,NULL,6.04,308,32735,"Kent, WA",WR
6293,0,0,0,Jamahl,Knowles,Montreal Alouettes,5.1,185,32337,"Vancouver, BC",DL
6295,11,66,5,Tanner,Marsh,Montreal Alouettes,6.04,218,33022,"Carrolton, TX",S
6297,0,0,0,Lorenzo,White,Calgary Stampeders,6,185,32836,"Fort Lauderdale, FL",OLB
6301,4,24,1,Kenny,Stafford,Edmonton Eskimos,6.03,204,32983,"Columbus, OH",OLB
6305,0,0,0,D.L.,Moore,Calgary Stampeders,6.05,198,32582,"Bowling Green, KY",RB
6307,14,84,4,Duron,Carter,NULL,6.05,205,33319,"Fort Lauderdale, FL",OL
6309,0,0,0,Michael,Campbell,Ottawa Redblacks,6.02,205,32732,"Edison, NJ",DB
6329,0,0,0,Cliff ,Louis,NULL,6.08,315,30918,"Brooklyn, NY",OG
6331,0,0,1,Eric ,Samuels,NULL,6.01,200,33367,"Eustis, FL",OL
6333,0,0,0,Tomas,Silva,NULL,6.03,200,NULL,0,DT
6337,0,0,0,John,Chick,Saskatchewan Roughriders,6.04,250,30275,"Gillette, WY",OL
6339,0,0,0,Taylor,Renaud,NULL,6.02,200,32133,"Winnipeg, MB",WR
6345,2,12,0,Khalil,Paden,Ottawa Redblacks,6.02,180,32786,"Granada Hills, CA",RB
6347,0,0,0,Jake,Reinhart,Toronto Argonauts,6,228,32837,"Guelph, Ontario",RB
6349,0,0,0,Thaddeus ,Coleman,Edmonton Eskimos,6.08,320,31218,"Waukegan, IL",WR
6351,0,0,0,Chad,Faulcon,NULL,6,190,32863,"Cranford, NJ",RB
6353,0,0,0,Eric,Foster,Calgary Stampeders,6.02,265,31142,"Homestead, FL",WR
6355,0,0,0,Quinten,Lawrence,Calgary Stampeders,6,184,30946,"Karencro, LA",DB
6357,0,0,0,Mister,Alexander,Calgary Stampeders,6.02,182,32296,"Kileen, TX",OG
6359,0,0,0,Isi,Sofele,NULL,5.08,200,33183,"Salt Lake City, UT",OL
6363,0,0,0,Chris,Clady,Calgary Stampeders,6.03,260,32828,"Rialto, CA",DB
6371,0,0,0,Isaiah,Sweeney,NULL,5.1,180,33086,"Missouri City, TX",RB
6375,0,0,0,Scott,Paxson,Calgary Stampeders,6.04,292,30350,"Philadelphia, PA",OG
6381,0,0,1,Prince,Miller,NULL,5.09,207,31061,"Greer, SC",OG
6383,0,0,0,Brett,Carter,NULL,6,200,33852,"Winnipeg, MB",DB
6385,0,0,0,Jamaan ,Webb,NULL,6.01,210,33822,"Jacksonville, FL",OG
6397,8,48,4,Tyrell,Sutton,Montreal Alouettes,5.08,213,31765,"Akron, OH",DB
6401,0,60,1,Delbert ,Alvarado,Ottawa Redblacks,6,198,32511,"La Ceiba, Honduras",RB
6403,0,0,0,Kyle,Miller,Hamilton Tigercats,5.1,190,32884,"Surrey, BC",OLB
6407,0,0,0,Yaser,Elqutub,Calgary Stampeders,6.01,227,32676,"Katy, TX",DB
6409,0,0,0,Eric,Norwood,Hamilton Tigercats,6.01,252,32284,"Acworth, GA",RB
6411,0,0,0,Andrew,Marshall,Ottawa Redblacks,6.03,240,33046,"Nanoose Bay, BC",OG
6413,0,0,0,Aaron,Woods,NULL,5.06,181,31629,"Portland, OR",QB
6417,0,0,0,Mortty,Ivy,NULL,6.01,239,31528,"Monroeville, PA",WR
6421,0,0,0,Freddie,Bishop III,Calgary Stampeders,6.04,265,32929,"Inkster, MI",DB
6425,0,0,0,Courtney,Greene,NULL,6,215,31739,"New Rochelle, NY",RB
6427,0,0,0,Auston,English,Calgary Stampeders,6.03,250,31846,"Canadian, TX",OLB
6429,0,0,0,Scott,Paxson,NULL,6.04,292,30350,"Philadelphia, PA",RB
6437,0,0,0,Cameron,Chism,Calgary Stampeders,5.1,190,33232,"Washington, D.C.",OG
6441,0,0,0,Jamar,Howard,NULL,6.04,215,32023,"Cincinnati, OH",WR
6445,1,6,0,Jerious,Norwood,Calgary Stampeders,5.11,205,30526,"Jackson, MS",OL
6449,2,14,5,Troy,Smith,Montreal Alouettes,6,224,30883,"Columbus, OH",DB
6457,0,0,0,Deante,Purvis,NULL,5.11,185,32816,"Richmond, CA",DB
6459,0,0,0,Mike,Sims-Walker,Calgary Stampeders,6.02,214,31007,"Orlando, FL",WR
6461,0,0,0,Alric,Arnett,Calgary Stampeders,6.02,188,31954,"Belle Glade, FL",WR
6465,0,0,2,Jamal,Miles,Calgary Stampeders,5.09,188,33297,"Peoria, AZ",OLB
6467,0,0,0,Neiko,Thorpe,Calgary Stampeders,6.02,185,32915,"Southfield, MI",OLB
6469,0,0,0,James,Rogers,NULL,6,188,32290,"Detroit, MI",DB
6475,0,0,0,Kevin,Barnes,NULL,6,187,31670,"Fayetteville, N.C",OG
6477,0,0,0,Kendial,Lawrence,NULL,5.09,195,32810,"Rockwall, TX",OG
6483,0,0,0,Clifton,Smith,NULL,5.08,190,31232,"Fresno, CA",OG
6485,6,36,0,Jeff,Fuller,Calgary Stampeders,6.04,217,32983,"Palo Alto, CA",OG
6487,8,48,2,Luke,Tasker,Hamilton Tigercats,5.11,191,33256,"East Aurora, NY.",DB
6491,0,0,0,Korey,Jones,Edmonton Eskimos,6.02,233,32602,"Fort Collins, CO",OG
6495,0,0,0,Jarvis,Jones,NULL,6.07,302,32201,"Richmond, TX",RB
6499,0,0,0,Stephen,McGee,Calgary Stampeders,6.03,218,31317,"Round Rock, TX",DT
6503,14,84,3,Brandon,Banks,Hamilton Tigercats,5.07,153,32132,"Garner, N.C.",DB
6505,0,0,0,Mario,Fannin,NULL,5.11,226,32115,"Bamberg, South Carolina",OLB
6507,0,0,0,J.D.,Griggs,Calgary Stampeders,6.05,262,33182,"Newark, NJ",LB
6513,0,0,0,Ryan,Lacy,Calgary Stampeders,5.09,186,33121,"Oklahoma City, OK ",QB
6515,0,0,0,Brandon,Thurmond,Calgary Stampeders,6.02,260,32919,"Augusta, GA",DB
6519,0,0,0,Taylor ,Reed,Hamilton Tigercats,6,235,33457,"Beaumont, TX",DB
6527,0,0,0,Buddy,Jackson,Calgary Stampeders,6.01,189,32570,"Plantation, FL",OG
6531,0,0,0,Kamar,Jorden,Calgary Stampeders,6.03,205,32645,"Darby, PA",WR
6537,0,0,0,Mardy,Gilyard,Montreal Alouettes,6,194,31748,"Daytona Beach, FL",OG
6541,2,12,0,Ronnie,Yell,BC Lions,5.1,185,33343,"Los Angeles, CA",S
6549,0,0,0,DeMarco,Sampson,NULL,6.02,204,31400,"Oakland, CA",QB
6555,1,6,0,Troy,Stoudermire,NULL,5.1,199,32964,"Dallas, TX",OG
6557,0,0,0,Nick,Brassell,Hamilton Tigercats,6.02,172,33975,"Batesville, Mississippi",WR
6559,0,0,1,Jarred,Fayson,Toronto Argonauts,6,219,32063,"Charleston, SC",QB
6563,0,0,0,Michael,McAdoo,NULL,6.07,245,33063,"Antioch, TN",DB
6579,0,0,0,Orhian,Johnson,Calgary Stampeders,6.03,210,32790,"St. Petersburg, FL",DB
6587,0,0,1,Carlton,Mitchell,Calgary Stampeders,6.04,212,32239,"Gainesville, FL",OG
6589,3,20,5,Stefan,Logan,Montreal Alouettes,5.06,180,29739,"Tampa, FL",OL
6595,0,0,0,Marcus,Thomas,NULL,6.03,316,31313,"Yokosuka, Japan",OG
6597,0,0,0,LaMark,Brown,Calgary Stampeders,6.03,220,32694,"St. Louis, MO",OLB
6599,0,0,0,Mitchell,White,Montreal Alouettes,5.11,185,32962,"Livonia, Michigan",OL
6603,1,6,1,Branden,Smith,Toronto Argonauts,5.1,166,32861,"Atlanta, GA",K
6607,0,0,0,Aaron,Maybin,NULL,6.04,237,32239,"Baltimore, MA",RB
6609,0,0,0,Quinn,Sharp,NULL,6.01,205,32824,"Grapevine, TX",OG
6621,0,0,0,Fred,Rouse,Calgary Stampeders,6'4,200,31398,Tallahassee,OG
6627,0,0,0,Jerrell,Gavins,Ottawa Redblacks,5'8,178,32440,"Miami, FL",S
6629,0,0,0,Michael,Hayes,Calgary Stampeders,5'9,200,33042,"East Bernard, TX",DB
6631,0,0,0,Eric,O'Neal,Calgary Stampeders,5'10,200,32745,"Kathleen, GA",OG
6641,0,0,0,Logan,Harrell,Calgary Stampeders,6.02,280,32776,"Laguna Niguel, CA",WR
6643,5,32,3,Jeremiah,Johnson,Ottawa Redblacks,5.09,210,31823,"Los Angeles, CA",WR
6645,0,0,0,Brandon,Underwood,Toronto Argonauts,6.02,187,31587,"Cincinnnati, OH",OG
6647,0,0,0,Matthew,Ware,Calgary Stampeders,6.03,228,30287,"Santa Monica, CA",OG
6651,0,0,0,Kenny,Tate,NULL,6.04,220,33008,"Forestville, Maryland",OG
6667,0,0,0,Akeem,Whonder,Calgary Stampeders,5.1,225,32646,"Mississauga, ON",DB
6669,1,6,0,Matt,Coates,Hamilton Tigercats,6.03,197,33434,"Markham, ON",DB
6671,0,0,0,Larry,Parker,Calgary Stampeders,5'11,170,32525,"San Diego, CA",WR
6677,0,0,0,D'Anthony,Batiste,Edmonton Eskimos,6.04,314,30039,"Marksville, LA",WR
6681,0,0,0,PaiPai,Falemalu,NULL,6.03,245,33207,"Honolulu, HI",WR
6687,0,0,0,Steven,Adu,Calgary Stampeders,5.09,190,32764,"Toronto, ON",DB
6693,6,38,0,Eric,Rogers,Calgary Stampeders,6.03,210,33281,"Glendora, CA ",DB
6701,3,18,0,AJ ,Guyton,NULL,5.11,198,32457,"Homestead, FL",DB
6705,0,0,0,KJ,Stroud,Calgary Stampeders,6.03,205,32862,"Brooklyn, NY",DB
6707,0,0,0,Aston,Whiteside,Ottawa Redblacks,6.02,234,32647,"Vernon, TX",NA
6711,0,0,0,Trevor,Guyton,NULL,6.03,280,32882,"Philadelphia, PA",DB
6713,0,0,0,Deon,Lacey,Edmonton Eskimos,6.02,229,33072,"Brighton, Ala.",WR
6723,1,6,4,Mossis,Madu,Hamilton Tigercats,6,197,32085,"Norman, OK",WR
6725,0,0,1,Seth,Doege,NULL,6.01,197,32495,"San Angelo, TX",WR
6727,5,30,0,Brett,Swain,NULL,6,200,31188,"Ashville, NC",WR
6733,3,18,0,John,Beck,BC Lions,6.02,215,29819,"Hayward, CA",OG
6737,0,0,0,Chaz,Schilens,Saskatchewan Roughriders,6.04,220,31358,"Lancaster, CA",OLB
6739,0,0,0,Jermaine,Thomas,NULL,5.11,196,32883,"Jacksonville, FL",OG
6743,0,0,0,Maurice ,Leggett,Winnipeg Blue Bombers,5.11,193,31687,"McKeesport, Pennsylvania",K
6747,0,0,0,Chad,Kilgore,11,6.01,230,32728,"Orrick, MO",DB
6749,0,0,0,Stafford,Gatling,NULL,6.04,249,32220,"Burlington, NC",OG
6753,0,0,0,Mario,Urrutia,NULL,6.06,238,31430,"Louisville, Kentucky",DB
6755,5,30,0,Robert,Marve,Winnipeg Blue Bombers,6.02,210,32549,"Tampa, Florida",DB
6757,0,0,0,Cedric,McKinley,Edmonton Eskimos,6.06,300,31862,"Demopolis, Ala",WR
6759,0,0,0,Daniel,Ross,NULL,6.05,305,34043,"Louisville, KY",WR
6763,0,0,1,Robert,Gill,Calgary Stampeders,5.1,180,30739,"San Antonio, TX",QB
6769,2,12,2,Terrell,Sinkfield,Hamilton Tigercats,6,200,33217,"Minnetonka, MN",DB
6771,0,0,0,Selvish,Capers,Edmonton Eskimos,6.05,308,31731,"New Orleans, LA",WR
6775,0,0,0,Greg,McCoy,NULL,5.09,187,32394,"Dallas, TX",WR
6777,0,0,0,Mark,LeGree,Saskatchewan Roughriders,6,211,32697,"St. Helena Island, SC",WR
6783,0,0,0,Gregory,Jones,Toronto Argonauts,6,238,32421,"Cincinnati, OH",WR
6789,0,0,0,Ryan,Steed,Calgary Stampeders,5.11,190,33075,"Charleston, NC",WR
6795,1,6,0,Otha,Foster,Edmonton Eskimos,6.02,204,32388,"Angie, Louisiana",DB
6797,4,24,0,Pat,White,NULL,6,205,31468,"Daphne, AL",OLB
6799,0,0,0,David,Caldwell,Hamilton Tigercats,5.11,212,31916,"Montclair, NJ",OLB
6809,0,0,0,Myron,Lewis ,Calgary Stampeders,6.02,203,32105,"Orlando, FL",DB
6813,0,0,0,Michael Ray,Garvin,NULL,5.08,198,31684,"Upper Saddle River, NJ",WR
6819,0,0,1,Keith,Toston,Calgary Stampeders,5.11,214,31903,"Angleton, TX",OG
6827,0,0,0,Willie,Jefferson,Edmonton Eskimos,6.06,245,33269,"Beaumont, TX",WR
6829,1,6,0,Travis,Brown,Ottawa Redblacks,6.01,236,33065,"Fresno, California",WR
6831,0,0,0,Jeremiah,Green,Calgary Stampeders,6.02,235,33001,"Tulare, California",WR
6837,0,0,0,Cameron,Sheffield,Saskatchewan Roughriders,6.02,250,32185,"Metterl, GA",WR
6843,0,0,0,Anthony,Barrett,Edmonton Eskimos,5.09,180,33551,"Scarborough, Ont.",OG
6849,2,12,1,Ryan ,Smith,Saskatchewan Roughriders,5.07,175,33469,"Wahpeton, ND",OL
6851,1,6,0,Chad,Johnson,Montreal Alouettes,6.01,188,28499,"Los Angeles, CA",DB
6855,0,0,0,Jason ,Barnes,NULL,6.04,215,32659,"Charlotte, NC",DB
6857,0,0,0,Stephon,Morris,NULL,5.08,185,33250,"Washington, DC",S
6859,0,0,0,Jaymar,Johnson,NULL,6,180,30873,"Gary, IN",OLB
6863,5,30,2,Steve,Slaton,11,5.09,199,31416,"Levittown, PA",DL
6869,0,0,0,C.J.,Tarver,NULL,5.08,160,30873,"Albany, NY",RB
6871,0,0,0,Bruce,Johnson,Winnipeg Blue Bombers,5.1,176,32129,"Live Oak, FL",OL
6875,0,0,0,Dominic,Alford,NULL,6.03,320,32175,"Cleveland, OH",WR
6879,0,0,0,Chika,Madu,Calgary Stampeders,5.09,178,32701,"Norman, Oklahoma",OG
6881,0,0,0,Jermaine,Robinson,Ottawa Redblacks,6.03,205,32973,"Pittsburgh, PA",QB
6883,0,0,0,Adam,Weber,NULL,6.03,210,31992,"Maplewood, MN",OG
6889,0,0,0,Mark,Dell,NULL,6.02,195,32656,"Detroit, MI",OLB
6891,0,0,0,Brandon,McRae,NULL,6.04,205,31486,"Boston, MA",C
6893,0,0,0,Patrick,Robertson,Calgary Stampeders,6.02,200,32994,"New Orleans, LA",WR
6899,0,0,0,Abdul,Kanneh,Ottawa Redblacks,5.1,185,33125,"London, England",RB
6901,0,0,0,Antonio,Fenelus,NULL,5.09,190,32888,"Boca Raton, FL",WR
6907,0,119,1,Brett,Maher,NULL,6,186,32833,"Kearney, Nebraska",RB
6909,0,0,0,Matt,Pierce,NULL,5.1,195,33120,"New Orleans, LA",WR
6911,0,0,0,Kashawn ,Fraser,Winnipeg Blue Bombers,6.03,258,32938,"Fort Lauderdale, FL",WR
6913,0,0,0,Donavon ,Kemp,Calgary Stampeders,6.01,200,32506,"Dallas, Texas",OG
6915,2,12,3,Tyler,Thomas,Calgary Stampeders,5.09,205,33144,"Jackson, MI",K
6923,0,0,0,Levy,Adcock,Saskatchewan Roughriders,6.06,320,32459,"Claremore, OK",WR
6925,0,0,0,Curtis,McNeal,NULL,5.07,190,32845,Los Angeles,OG
6927,0,0,0,Thaddeus,Gibson,Winnipeg Blue Bombers,6.02,237,32071,"Euclid, OH",QB
6929,0,0,0,Donald,Washington,Hamilton Tigercats,6,198,31621,"Indianapolis, IN",QB
6935,0,0,0,Jeremy,Williams,Edmonton Eskimos,6,204,33459,"Raymond, MS",DB
6937,3,18,1,Sederrik,Cunningham,Calgary Stampeders,5.11,199,32703,"Zephyrhills, FL",OG
6945,0,0,0,Damien,Jackson,NULL,6.02,215,32900,"Pineville, LA",RB
6947,1,6,0,Don,Unamba,NULL,6.01,212,32562,"Arlington, Texas",WR
6961,0,0,0,Aaron ,Milton,Edmonton Eskimos,6.03,215,33750,"Whitby, ON",OLB
6963,0,0,1,Devon,Bailey,Edmonton Eskimos,6.05,202,33507,"Mississauga, ON",RB
6965,0,12,0,Tyler,Crapigna,Calgary Stampeders,5.07,166,33820,0,DT
6969,0,0,0,Kris,Bastien,Winnipeg Blue Bombers,6.03,210,33033,"St-Lambert, QC",C
6975,0,0,0,Travis,Bent,NULL,6,240,33385,"Ajax, ON",OG
6981,0,0,0,Guillaume,Bourassa,Calgary Stampeders,5.11,200,33055,"La Tuque, QC",OG
6983,1,6,1,Alex,Pierzchalski,Ottawa Redblacks,6.05,220,33457,"London, ON",OG
6985,0,0,0,Eric,Black,Toronto Argonauts,6.01,180,33361,"Toronto, ON",DL
6989,0,0,0,Derek,Jones,Winnipeg Blue Bombers,6.01,192,33746,"Edmonton, AB",QB
6995,1,6,0,Scott,Macdonell,Ottawa Redblacks,6.05,220,33346,"Montreal, QC",OL
6997,0,0,0,Dylan,Ainsworth,Saskatchewan Roughriders,6.03,242,33927,"Delta, BC",DB
7003,0,0,0,Antoine,Pruneau,Ottawa Redblacks,6,200,32801,"Montreal, QC",DB
7007,0,0,0,David,Menard,BC Lions,6.01,265,33069,"Chicoutimi, QC",DB
7009,0,0,0,Martin,Pesek,NULL,6.03,250,32927,"Toronto, ON",RB
7011,1,6,0,Adam,Thibault,Calgary Stampeders,6,202,32958,"Quebec City, QC",QB
7013,0,0,0,Quinn,Smith,Calgary Stampeders,6.02,300,33500,"Scarborough, ON",RB
7015,0,0,0,Derek,Wiggan,Calgary Stampeders,6.01,250,33812,"Toronto, ON",DB
7017,0,0,0,Raye,Hartmann,Edmonton Eskimos,6.02,188,32921,"Prince George, BC",OG
7021,0,0,0,Nigel,Romick,Ottawa Redblacks,6.05,248,33350,"Thunder Bay, ON",OG
7025,0,2,0,Anthony ,Coombs,Toronto Argonauts,5.09,199,33903,"Winnipeg, MB",DB
7029,0,0,0,Pascal,Lochard,BC Lions,6,215,33133,"Montreal, QC",WR
7033,0,0,0,Alexandre,Dupuis,Toronto Argonauts,6.03,243,32955,"Montreal, QC",WR
7035,0,0,0,Jesse,Briggs,Winnipeg Blue Bombers,6.01,210,32977,"Kelowna, BC",OG
7039,0,0,0,Matthias,Goossen,Winnipeg Blue Bombers,6.04,304,33891,"Richmond, BC",OG
7041,0,0,0,Beau,Landry,Hamilton Tigercats,5.11,201,33505,"Kitchener, ON",DB
7043,0,0,0,Casey,Chin,BC Lions,5.1,215,33843,"Port Moody, BC",WR
7045,0,0,0,Thomas,Miles,Toronto Argonauts,6.01,232,33816,"Winnipeg, MB",DT
7053,0,0,0,Jeremy,Lewis,Hamilton Tigercats,6.03,312,32905,"West Palm Beach, FL",OG
7055,0,0,0,Brandon,McDonald,Calgary Stampeders,5.1,185,31285,"Collins, MS",OL
7057,0,0,0,Tony,Burnett,Winnipeg Blue Bombers,6.01,205,33053,"Watts, CA",OG
7061,0,0,0,Jemarlous,Moten,Calgary Stampeders,5.11,175,32945,"Leland, MS",DB
7063,0,0,0,T-Dre,Player,BC Lions,6.06,275,33638,"Winnipeg, MB",QB
7065,0,0,0,Casey,Pachall,Calgary Stampeders,6.05,230,33191,"Brownwood, TX",WR
7067,0,0,0,Willie,Moseley,NULL,6.05,250,32968,"Richmond, VA",WR
7071,0,0,0,Andre,Martin,Calgary Stampeders,5.11,195,32865,St. Louis MO,WR
7073,0,0,0,Nicholas,Williams,Calgary Stampeders,6.02,217,32618,"Bainbridge, GA",OL
7075,0,0,0,Thomas,Griffiths,Winnipeg Blue Bombers,6.03,298,33384,"Richmond Hill, ON",DT
7077,0,0,0,JD,Falslev,Calgary Stampeders,5.08,175,33337,"Smithfield, UT",WR
7081,0,0,0,John,Mark,NULL,6,185,33756,"Peterborough, ON",OL
7087,0,0,0,Robin,Medeiros,Calgary Stampeders,6,195,32074,"Hamilton, Ontario",DT
7099,0,0,0,Matt,Webster,Saskatchewan Roughriders,5.11,195,33719,"Calgary, AB",WR
7103,0,0,0,Christopher ,Johnson,Calgary Stampeders,5.11,220,33346,"Toronto, ON",DT
7107,0,0,0,Quinn,Everett,NULL,6.03,292,33949,"Glen Haven, NS",DB
7113,0,0,0,Stephen,Mawa,Hamilton Tigercats,6.04,275,32995," Port Coquitlam, BC",WR
7117,0,0,0,Vincent ,Desloges,Ottawa Redblacks,42156,235,33142,"St-Augustin, Québec",WR
7121,0,0,0,Greg,Romeus,Calgary Stampeders,6.05,267,32262,"Coral Springs, FL",OG
7123,0,0,0,Alex,Hoffman-Ellis,BC Lions,6,230,32734,"Los Angeles, CA",OL
7127,0,0,0,Marshay ,Green,Saskatchewan Roughriders,5.1,183,31426,"Bastrop, LA",DB
7129,0,0,0,Louis,Nzegwu ,NULL,6.04,260,32643,"Platteville, WI",DB
7133,0,0,0,Alex,Bazzie,BC Lions,6.01,228,33090,"Silver Spring, MD",DT
7135,0,0,0,Rob,Lohr,Calgary Stampeders,6.04,290,32933,"Phoenixville, PA",RB
7137,0,0,0,Chris,Olson,Calgary Stampeders,6.04,240,33280,"Flower Mound, TX",WR
7141,0,0,0,Errol,Brooks,NULL,5.08,175,32642,"Toronto, ON",OLB
7143,0,0,0,Collin,Klein,NULL,6.05,226,32770,"Loveland, CO",OG
7147,0,0,0,Chris,Smith,Montreal Alouettes,5.1,195,31951,"Bradenton, FL",DL
7149,0,0,0,Padric,Scott,Calgary Stampeders,6,309,32881,"Tallahassee, FL",OG
7151,1,6,0,Bryan,Burnham,BC Lions,6.02,195,32966,"Moorestown, NJ",OL
7155,0,0,0,Jabin,Sambrano,Calgary Stampeders,5.11,175,32945,"Oceanside, CA",DB
7157,0,0,0,Taulib,Ikharo,Calgary Stampeders,5.1,190,32716,"Berkeley, California",OLB
7163,4,24,1,Bryant,Moniz,Calgary Stampeders,6,200,32509,"Wahiawa, HI",QB
7169,0,0,0,Torri,Williams,Calgary Stampeders,6.02,208,31653,"Dallas, TX",DB
7171,1,6,1,T.J.,Lee,BC Lions,5.09,190,32952,"Seattle, WA",QB
7173,1,6,0,Josh,Johnson,BC Lions,5.1,200,32761,"Dade City, FL",WR
7175,0,0,0,Maalik,Bomar,Calgary Stampeders,6.01,226,33086,"Cincinnati, OH",QB
7181,0,0,0,Michael,Coe,NULL,6.01,190,30667,"Memphis, TN",DT
7185,0,0,0,Korey,Lindsey,NULL,5.08,194,32542,"Baton Rouge, LA",WR
7187,1,6,0,Quincy,McDuffie,Hamilton Tigercats,5.1,178,33140,"Orlando, FL",DB
7189,0,0,0,Albert,Presley,NULL,6.02,231,33787,"Marietta, GA",DB
7191,0,0,0,Delano,Johnson,Toronto Argonauts,6.05,283,32155,"Baltimore, MD",WR
7193,0,0,0,Andre,Snipes-Booker,Calgary Stampeders,5.09,172,33423,"Sarasota, FL",DB
7195,1,6,2,Travis ,Partridge,Calgary Stampeders,6.04,230,33138,"St. Joseph, MO",QB
7199,0,0,0,Damian,Ford,Calgary Stampeders,6.03,192,32103,"Birmingham, AL",DL
7201,0,0,0,Robert,Holland,Calgary Stampeders,6.02,180,33511,"Newport News, VA",NA
7203,0,0,0,Aldarius,Johnson,Calgary Stampeders,6.03,213,32771,"Miami, FL",RB
